Photo URL,Date,Text
https://t.me/lobelia4cosmetics\photos/photo_1577@06-10-2022_15-52-37.jpg,2022-10-13T16:29:03,"The Ordinary  lactic acid 
Price 1600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ50 - 150 ብር
For delivery option fees are from 50 birr - 150 birr"
https://t.me/lobelia4cosmetics\photos/photo_1096@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,"ZOYA Nail polish 
Price 1000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ50 - 150 ብር
 For delivery option fees are from 50 birr - 150 birr"
https://t.me/lobelia4cosmetics\photos/photo_1097@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1098@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1099@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1100@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1101@30-07-2022_08-52-34.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1110@30-07-2022_09-01-12.jpg,2022-10-13T16:29:57,"Sally hansen Nail polish 
Price 1000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ50 - 150 ብር
 For delivery option fees are from 50 birr - 150 birr"
https://t.me/lobelia4cosmetics\photos/photo_1111@30-07-2022_09-01-12.jpg,2022-10-13T16:29:57,
https://t.me/lobelia4cosmetics\photos/photo_1111@30-07-2022_09-01-12.jpg,2022-10-13T16:29:58,
https://t.me/lobelia4cosmetics\photos/photo_1113@30-07-2022_09-01-12.jpg,2022-10-13T16:29:58,
https://t.me/lobelia4cosmetics\photos/photo_1114@30-07-2022_09-01-12.jpg,2022-10-13T16:29:58,
https://t.me/lobelia4cosmetics\photos/photo_1115@30-07-2022_09-01-12.jpg,2022-10-13T16:29:58,
https://t.me/lobelia4cosmetics\photos/photo_1024@23-07-2022_15-48-03.jpg,2022-10-13T16:30:25,"MAYBELLINE LIPSTICK 
Price 1500 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1023@23-07-2022_15-48-03.jpg,2022-10-13T16:30:25,
https://t.me/lobelia4cosmetics\photos/photo_967@02-07-2022_16-33-45.jpg,2022-10-13T16:31:09,"Nido 1-3 year 1.8 KG
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
 For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_968@02-07-2022_16-34-49.jpg,2022-10-13T16:31:09,"Nido 3-5 year 1.8 KG
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
 For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1218@18-08-2022_14-37-44.jpg,2022-10-13T16:54:10,"Kirkland children's multivitamin 
Price 1800 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
 For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1285@26-08-2022_16-11-23.jpg,2022-10-13T16:54:10,"ENFAMIL MULTIVITAMIN DROP
Price 1800 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
 For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1528@28-09-2022_16-20-26.jpg,2022-10-13T16:54:10,"Adult multi vitamin 
Price 1800 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1581@06-10-2022_17-05-06.jpg,2022-10-13T20:03:18,"Folic Acid 250 tablets 
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1684@14-10-2022_15-23-28.jpg,2022-10-14T15:23:28,"CoQ10  40 soft gels
Price 1600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1685@14-10-2022_15-24-16.jpg,2022-10-14T15:24:16,"CoQ10  80 soft gels
Price 2800 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1686@14-10-2022_15-24-56.jpg,2022-10-14T15:24:56,"CoQ10  80 soft gels
Price 2800 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1687@14-10-2022_15-32-28.jpg,2022-10-14T15:32:28,"CoolestOff 120 soft gels
Price 3400 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1688@14-10-2022_15-43-57.jpg,2022-10-14T15:43:57,"Neuriva  30 capsules 
Price 1600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1689@14-10-2022_16-05-42.jpg,2022-10-14T16:05:42,"Culturelle  50 tablets 
Price 2200 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_970@02-07-2022_16-43-26.jpg,2022-10-14T16:56:52,"UPTAMIL From UK and Germany 800GM No. 1
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_972@02-07-2022_16-43-26.jpg,2022-10-14T16:56:52,"UPTAMIL From UK and Germany 800GM No. 2
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_939@13-06-2022_20-07-08.jpg,2022-10-14T16:56:52,"UPTAMIL From UK and Germany 800GM No. 3
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1567@06-10-2022_15-27-02.jpg,2022-10-14T16:57:18,"S-26  No.2  900 gm
Price 2300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1568@06-10-2022_15-27-28.jpg,2022-10-14T16:57:18,"S-26  No. 1  900 gm
Price 2300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1536@03-10-2022_19-34-47.jpg,2022-10-14T16:57:53,"Nido 1-3 year 1.8 KG
Price 3300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1537@03-10-2022_19-35-19.jpg,2022-10-14T16:58:18,"Nido 2-5 year 1.8 KG
Price 3300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1697@14-10-2022_17-07-15.jpg,2022-10-14T17:07:15,"Dove Deodorant 
Price 600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1698@14-10-2022_17-07-15.jpg,2022-10-14T17:07:15,
https://t.me/lobelia4cosmetics\photos/photo_1699@14-10-2022_17-07-16.jpg,2022-10-14T17:07:16,
https://t.me/lobelia4cosmetics\photos/photo_1700@14-10-2022_17-09-32.jpg,2022-10-14T17:09:32,"Gillette Deodorant 
Price 700 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1701@14-10-2022_17-10-17.jpg,2022-10-14T17:10:17,"Essential Deodorant 
Price 700 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1702@14-10-2022_17-10-54.jpg,2022-10-14T17:10:54,"Old Spice Deodorant 
Price 700 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1703@14-10-2022_17-11-57.jpg,2022-10-14T17:11:57,"Nativ  Deodorant 
Price 1000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1704@14-10-2022_17-34-41.jpg,2022-10-14T17:34:41,"Spray
Price 600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1705@14-10-2022_17-34-41.jpg,2022-10-14T17:34:41,
https://t.me/lobelia4cosmetics\photos/photo_1706@14-10-2022_17-34-42.jpg,2022-10-14T17:34:42,
https://t.me/lobelia4cosmetics\photos/photo_1707@14-10-2022_17-34-42.jpg,2022-10-14T17:34:42,
https://t.me/lobelia4cosmetics\photos/photo_1708@14-10-2022_17-34-42.jpg,2022-10-14T17:34:42,
https://t.me/lobelia4cosmetics\photos/photo_942@21-06-2022_11-07-42.jpg,2022-10-15T09:27:55,"Ensure 850 gm
Price 2500 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ50 - 150 ብር
 For delivery option fees are from 50 birr - 150 birr"
https://t.me/lobelia4cosmetics\photos/photo_943@21-06-2022_11-08-24.jpg,2022-10-15T09:27:55,"Pediasure 850 gm
Price 2500 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1711@15-10-2022_09-28-45.jpg,2022-10-15T09:28:45,"Glucerna 400 gm
Price 2000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1712@15-10-2022_17-36-43.jpg,2022-10-15T17:36:43,"Olay Vitamin C cream 
Price 2500 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1713@16-10-2022_13-59-51.jpg,2022-10-16T13:59:51,"Olay Retinol cream 
Price 2500 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1714@16-10-2022_14-02-13.jpg,2022-10-16T14:02:13,"Loreal age perfect serum 
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1715@16-10-2022_14-02-29.jpg,2022-10-16T14:02:29,"Olay Regenerist serum 
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1716@16-10-2022_14-03-41.jpg,2022-10-16T14:03:41,"Olay wrinkle serum 
Price 3000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_970@02-07-2022_16-43-26.jpg,2022-10-17T07:29:16,"UPTAMIL From UK and Germany 800GM No. 1
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_972@02-07-2022_16-43-26.jpg,2022-10-17T07:29:16,"UPTAMIL From UK and Germany 800GM No. 2
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_939@13-06-2022_20-07-08.jpg,2022-10-17T07:29:16,"UPTAMIL From UK and Germany 800GM No. 3
Price 2600 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1567@06-10-2022_15-27-02.jpg,2022-10-17T07:29:16,"S-26  No.2  900 gm
Price 2300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1568@06-10-2022_15-27-28.jpg,2022-10-17T07:29:17,"S-26  No. 1  900 gm
Price 2300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1536@03-10-2022_19-34-47.jpg,2022-10-17T07:29:17,"Nido 1-3 year 1.8 KG
Price 3300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1537@03-10-2022_19-35-19.jpg,2022-10-17T07:29:17,"Nido 2-5 year 1.8 KG
Price 3300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1724@17-10-2022_16-57-58.jpg,2022-10-17T16:57:58,"Nido 1-3 year 900gm
Price 2300 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
https://t.me/lobelia4cosmetics\photos/photo_1725@17-10-2022_19-24-03.jpg,2022-10-17T19:24:03,"Neutrogena Oil Free Acne wash 
Price 2000 birr 
Telegram Msg👉 Lobelia pharmacy and cosmetics 
☎️ call /0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr"
